Empresa,Año,ACTIVO FIJO,ACTIVO CORRIENTE,OTROS ACTIVOS,PASIVO A LARGO PLAZO,PASIVO CORRIENTE,OTROS PASIVOS,CAPITAL SOCIAL,OTROS PATRIMONIO,TOTAL PATRIMONIO,INGRESOS OPERACIONALES,OTROS INGRESOS,COSTOS Y GASTOS OPERACIONALES,OTROS GASTOS,UTILIDAD (PERDIDA) OPERACIONAL,PROVISION PARA IMPUESTOS,UTILIDAD (PERDIDA) NETA,TIPO_EMPRESA
AEROLINEAS ALAS DE COLOMBIA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2009.0,171873,125120.0,329370,21393,55554,20526.0,434500.0,553747,528890.0,115441,0,112797,305,2644,0,2339,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2010.0,172673,99410.0,329369,4495,33112,19183.0,434500.0,553748,544662.0,175874,0,159926,175,15948,0,15773,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2011.0,182673,194993.0,320407,0,128348,0.0,434500.0,553748,569725.0,336200,0,308346,2791,27854,0,25063,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2012,486551,36862.0,320407,135595,92530,0.0,434500.0,558345,615695.0,584433,0,537624,839,46809,0,45970,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2012.0,486551,36862.0,320407,135595,92530,0.0,434500.0,558345,615695.0,584433,0,537624,839,46809,0,45970,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2013,472336,52067.0,320407,61320,115440,0.0,434500.0,573345,668050.0,560208,0,516003,746,44205,0,43459,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2014,472336,52067.0,320407,61320,115440,0.0,434500.0,573345,668050.0,560208,0,516003,746,44205,0,43459,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS ALAS DE COLOMBIA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS DEL LLANO SAS,2015,44522,943956.0,1850,0,126949,0.0,1328000.0,-396335,863379.0,992150,32028,956540,3502,35610,21164,42972,AEROTAXI
AEROLINEAS DEL LLANO SAS,2016,44941,954517.0,1500,0,177708,0.0,800000.0,140862,823250.0,1394197,16065,495651,832415,898546,11168,71028,AEROTAXI
AEROLINEAS DEL LLANO SAS,2016.0,50967,1038085.0,1850,0,150086,0.0,1328000.0,-391281,940816.0,1334197,76065,1330387,9347,3810,0,70528,AEROTAXI
AEROLINEAS DEL LLANO SAS,2017.0,39675,1167842.0,1500,0,208401,0.0,800000.0,151265,1000616.0,2402310,47516,976694,1250036,1425616,69172,153924,AEROTAXI
AEROLINEAS DEL LLANO SAS,2019,153647,921490.0,0,0,71312,0.0,800000.0,0,0.0,1287314,0,907731,0,70424,23722,42032,AEROTAXI
AEROLINEAS DEL LLANO SAS,2020.0,455341,554457.0,0,0,188019,0.0,800000.0,0,0.0,438781,0,581492,0,138407,1606,-140013,AEROTAXI
AEROLINEAS DEL LLANO SAS,2021,449510458,626709786.0,0,0,143450582,0.0,800000000.0,132769662,0.0,-2147483648,0,1760884413,0,1022863168,54406000,0,AEROTAXI
AEROLINEAS DEL LLANO SAS,2022.0,440772197,899011378.0,0,0,282271963,0.0,800000000.0,257511612,0.0,-2147483648,0,-2147483648,0,750769882,78571000,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2021,1668280000,14202000.0,0,435816000,26930000,0.0,734000000.0,485736000,0.0,441235000,0,400479000,0,40756000,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2022.0,1619780000,45353000.0,0,385600000,28433000,0.0,734000000.0,517100000,0.0,479743000,0,438691000,0,41052000,0,0,AEROTAXI
AEROLINEAS PETROLERAS SAS,2021,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS PETROLERAS SAS,2022.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2014,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2013,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2012,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMEL,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMENEGUA,2012,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROMENEGUA,2013,205726,740433.0,0,0,110905,0.0,179000.0,409125,835254.0,917161,30000,897102,6920,20059,0,43139,AEROTAXI
AEROMENEGUA,2013.0,205726,740433.0,0,0,110905,0.0,179000.0,409125,835254.0,917161,30000,897102,6920,20059,0,43139,AEROTAXI
AEROMENEGUA,2014,173726,797438.0,0,0,112424,0.0,179000.0,409125,588125.0,769871,50000,757925,4488,11946,19535,37923,AEROTAXI
AEROMENEGUA,2014.0,173726,797438.0,0,0,92889,0.0,179000.0,409125,878275.0,769871,50000,757925,4488,11946,0,57458,AEROTAXI
AEROMENEGUA,2015,173726,840914.0,0,0,123592,0.0,179000.0,409125,891048.0,1116823,60000,1123907,3963,-7084,16644,32309,AEROTAXI
AEROMENEGUA,2015.0,173726,840914.0,0,0,123592,0.0,179000.0,409125,588125.0,1116823,60000,1123907,3963,-7084,16644,32309,AEROTAXI
AEROMENEGUA,2016,173726,543161.0,0,0,82320,0.0,179000.0,81346,634467.0,906429,15000,850756,6119,55673,0,64554,AEROTAXI
AEROMENEGUA,2016.0,173726,543161.0,0,0,82320,0.0,179000.0,81346,634467.0,906429,15000,850756,6119,55673,0,64554,AEROTAXI
AEROMENEGUA,2017.0,133726,514057.0,0,0,110775,0.0,179000.0,81445,537008.0,898462,0,828224,0,70238,0,70238,AEROTAXI
AEROMENEGUA,2019,199335,947835.0,0,12000,67548,0.0,179000.0,0,0.0,605447,0,349302,0,256174,89661,140896,AEROTAXI
AEROMENEGUA,2020.0,225946,44443.0,0,2572,2632,0.0,179000.0,0,0.0,225609,0,102363,0,90305,2571,5221,AEROTAXI
AEROPACA SAS,2021,471949581,696249000.0,0,0,108106900,0.0,970000000.0,90091681,0.0,55674000,0,9876000,0,45798000,14197380,0,AEROTAXI
AEROPACA SAS,2022.0,471949581,715151905.0,0,0,90785302,0.0,970000000.0,126316184,0.0,152117020,0,96387015,0,55730005,19505502,0,AEROTAXI
AEROSERVICIOS ESPECIALIZADO SAS,2021,1500395,185124.0,0,0,108911,0.0,1350000.0,226608,0.0,1230565,0,1193191,0,37374,7441,0,AEROTAXI
AEROSERVICIOS ESPECIALIZADO SAS,2022.0,1961008,6790.0,0,0,646859,0.0,1350000.0,-29061,0.0,40404,0,91746,0,-51342,0,0,AEROTAXI
AEROTAXI DEL UPIA SAS,2021,-2147483648,642934048.0,0,510025773,142259548,0.0,650000000.0,1874468679,0.0,1203456885,0,1299756397,0,-96299512,4137955,0,AEROTAXI
AEROTAXI DEL UPIA SAS,2022.0,-2147483648,751494180.0,0,489040342,240745667,0.0,650000000.0,1902799076,0.0,1041783924,0,942120515,0,99663409,2818000,0,AEROTAXI
AERO TAXI GUAYMARAL SAS,2021,1642728,544548.0,0,453200,178683,0.0,860000.0,695393,0.0,657476,0,473646,0,183830,0,0,AEROTAXI
AERO TAXI GUAYMARAL SAS,2022.0,1982969,235212.0,0,501002,154554,0.0,860000.0,702625,0.0,1491255,0,930592,0,560663,54434,0,AEROTAXI
AERUPIA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AERUPIA,2009.0,623448,526227.0,14794,158164,311807,0.0,259000.0,419017,694498.0,1513481,14934,1446582,56909,66899,8741,16181,AEROTAXI
AERUPIA,2010.0,726872,425010.0,21005,167463,272499,0.0,259000.0,420635,732926.0,2146050,34882,2052971,63388,93079,26145,38427,AEROTAXI
AERUPIA,2011.0,727461,570040.0,0,270777,230573,0.0,259000.0,424478,796150.0,2781293,0,2618111,60157,163182,39801,63224,AEROTAXI
AERUPIA,2012,798562,639708.0,0,336274,230569,0.0,259000.0,430801,871426.0,3255987,45361,3044574,129758,211413,51740,75276,AEROTAXI
AERUPIA,2012.0,798562,639708.0,0,336274,230569,0.0,259000.0,430801,871426.0,3255987,45361,3044574,129758,211413,51740,75276,AEROTAXI
AERUPIA,2013,799076,761413.0,0,310404,312440,0.0,259000.0,438329,937645.0,3646600,33098,3394220,145975,252380,73286,66217,AEROTAXI
AERUPIA,2013.0,799076,761413.0,0,310404,312440,0.0,259000.0,438329,937645.0,3646600,33098,3394220,145975,252380,73286,66217,AEROTAXI
AERUPIA,2014,795347,871180.0,0,229583,437705,0.0,259000.0,444951,999239.0,2952875,34507,2727722,158875,225153,48349,52436,AEROTAXI
AERUPIA,2014.0,795347,871180.0,0,229583,437705,0.0,259000.0,444951,999239.0,2952875,34507,2727722,158875,225153,48349,52436,AEROTAXI
AERUPIA,2015,798692,1055856.0,0,450000,332007,0.0,259000.0,444951,1072541.0,1904608,29481,1713201,94674,191407,42913,83301,AEROTAXI
AERUPIA,2015.0,798692,1055856.0,0,450000,332007,0.0,259000.0,444951,703951.0,1904608,29481,1713201,94674,191407,42913,83301,AEROTAXI
AERUPIA,2016,740425,1179471.0,0,417000,346561,0.0,259000.0,453330,1156335.0,1882010,40502,1609367,186183,272643,51547,75415,AEROTAXI
AERUPIA,2016.0,740425,1179471.0,0,417000,346561,0.0,259000.0,453330,1156335.0,1882010,40502,1609367,186183,272643,51547,75415,AEROTAXI
AERUPIA,2017.0,640323,1859338.0,0,656701,175983,0.0,650000.0,465295,1666977.0,2384333,28504,2138897,95373,245436,70891,107676,AEROTAXI
AIR SIGNATURE,2014,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2008,6376,226021.0,262187,0,119348,0.0,573000.0,31289,375237.0,276972,17280,383216,2855,-106244,0,-91819,AEROTAXI
AIR SIGNATURE,2009.0,6376,479574.0,262187,0,194277,0.0,1000000.0,31289,553861.0,173163,4298,413774,12063,-240610,0,-248375,AEROTAXI
AIR SIGNATURE,2010.0,6377,629011.0,266747,0,114918,0.0,1050000.0,481289,787217.0,257636,11905,525840,5653,-268204,5482,-267434,AEROTAXI
AIR SIGNATURE,2011.0,6380,828090.0,266971,0,234743,0.0,1050000.0,481289,866698.0,700000,3334,569395,54457,130605,0,79482,AEROTAXI
AIR SIGNATURE,2012.0,6377,709392.0,370849,0,327243,0.0,1050000.0,481289,759375.0,9144,49932,69930,10497,-60786,6490,-27841,AEROTAXI
AIR SIGNATURE,2013,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AIR SIGNATURE,2012,6377,709392.0,370849,0,327243,0.0,1050000.0,481289,759375.0,9144,49932,69930,10497,-60786,6490,-27841,AEROTAXI
AIR SIGNATURE,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROVANGUARDIA LTDA,2008,228318,389921.0,54386,0,69884,0.0,220000.0,430131,602742.0,1272803,18756,1225997,137,46805,21859,43566,AEROTAXI
AEROVANGUARDIA LTDA,2009.0,282527,458834.0,42733,0,151239,0.0,220000.0,430131,632855.0,1656005,0,1607965,-19108,48040,21588,45560,AEROTAXI
AEROVANGUARDIA LTDA,2010.0,244825,433623.0,350,370,2490,0.0,220000.0,430131,675936.0,1236419,38585,1187929,28139,48489,0,58935,AEROTAXI
AEROVANGUARDIA LTDA,2011.0,69710,904445.0,350,0,4110,0.0,748504.0,127125,390900.0,0,87279,292582,279426,-292582,0,-484729,AEROTAXI
AEROVANGUARDIA LTDA,2012,47386,677840.0,350,0,5994,0.0,748504.0,127124,719583.0,61600,117537,148700,30565,-87100,0,-128,AEROTAXI
AEROVANGUARDIA LTDA,2012.0,47386,677840.0,350,0,5994,0.0,748504.0,127124,719583.0,61600,117537,148700,30565,-87100,0,-128,AEROTAXI
AEROVANGUARDIA LTDA,2013,39248,752995.0,350,0,6029,0.0,800000.0,127126,786564.0,152850,3012,102824,21195,50026,11126,20717,AEROTAXI
AEROVANGUARDIA LTDA,2013.0,39248,752995.0,350,0,6029,0.0,800000.0,127126,786564.0,152850,3012,102824,21195,50026,11126,20717,AEROTAXI
AEROVANGUARDIA LTDA,2014,44522,896060.0,350,0,116852,0.0,800000.0,127125,927125.0,920809,12366,855656,4279,65153,24169,49071,AEROTAXI
AEROVANGUARDIA LTDA,2014.0,44522,896060.0,350,0,92683,0.0,800000.0,127125,848249.0,920809,12366,855656,4279,65153,0,73240,AEROTAXI
AEROVANGUARDIA LTDA,2015.0,44522,943956.0,1850,0,126949,0.0,1328000.0,-396335,931665.0,992150,32028,956540,3502,35610,21164,42972,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2009.0,560099,1573995.0,243452,101312,176837,515224.0,214000.0,818382,1584173.0,5183476,82319,4879771,332923,303705,0,53100,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2010.0,602870,1040252.0,355258,183378,224213,90200.0,214000.0,823681,1500588.0,3767227,74831,3718817,91165,48409,0,32075,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2011.0,715166,1986944.0,230361,983232,401561,44632.0,214000.0,841485,1503046.0,5861386,8811,5675975,164663,185411,0,29559,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2012,765851,2707975.0,230360,1123625,1003159,34429.0,1089200.0,316568,1542972.0,5358461,83081,5059571,270165,298890,0,111806,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2012.0,765851,2707975.0,230360,1123625,1003159,34429.0,1089200.0,316568,1542972.0,5358461,83081,5059571,270165,298890,0,111806,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2013,628735,2008442.0,183259,707237,395030,144818.0,1089200.0,327750,1573351.0,4217551,0,3918896,0,298655,199447,99208,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2013.0,628735,2008442.0,183259,707237,395030,144818.0,1089200.0,327750,1573351.0,4217551,0,3918896,0,298655,199447,99208,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2014,647578,2023767.0,389765,0,1520253,0.0,1089200.0,326390,1540857.0,3269583,38529,3097494,187652,172089,0,22966,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2014.0,647578,2023767.0,389765,0,1520253,0.0,1089200.0,326390,1540857.0,3269583,38529,3097494,187652,172089,0,22966,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2015,809194,1919797.0,247856,0,1395477,0.0,1089200.0,326390,1581370.0,2362509,13446,2125759,163090,236750,0,87106,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2015.0,809194,1919797.0,247856,0,1395477,0.0,1089200.0,326390,1415590.0,2362509,13446,2125759,163090,236750,0,87106,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2016,872995,1642996.0,3806,515331,668619,0.0,1089200.0,100683,1335847.0,1368025,94269,605794,856318,762231,0,182,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2016.0,872995,1642996.0,3806,515331,668619,0.0,1089200.0,100683,1335847.0,1368025,94269,605794,856318,762231,0,182,AEROTAXI
AEROLINEAS PETROLERAS DE CASANARE EU,2017.0,881454,888631.0,0,428344,227886,0.0,1089200.0,143150,1113855.0,874226,0,1048239,101016,-174013,13555,-288584,AEROTAXI
AMERICAS AIR SAS,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AMERICAS AIR SAS,2009.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AMERICAS AIR SAS,2010.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AMERICAS AIR SAS,2011.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AMERICAS AIR SAS,2012,0,932970.0,0,0,67874,0.0,851000.0,0,865097.0,190058,0,172397,3564,17661,0,14097,AEROTAXI
AMERICAS AIR SAS,2012.0,0,932970.0,0,0,67874,0.0,851000.0,0,865097.0,190058,0,172397,3564,17661,0,14097,AEROTAXI
AMERICAS AIR SAS,2013,0,888024.0,0,0,8685,0.0,851000.0,0,879339.0,517861,0,492665,0,25196,0,25196,AEROTAXI
AMERICAS AIR SAS,2013.0,0,888024.0,0,0,8685,0.0,851000.0,0,879339.0,517861,0,492665,0,25196,0,25196,AEROTAXI
AMERICAS AIR SAS,2014,374959,592577.0,51094,0,119302,0.0,851000.0,0,899328.0,618740,3,588456,0,30284,10298,19989,AEROTAXI
AMERICAS AIR SAS,2014.0,374959,592577.0,51094,0,119302,0.0,851000.0,0,899328.0,618740,3,588456,0,30284,10298,19989,AEROTAXI
AMERICAS AIR SAS,2015,539250,491378.0,0,23328,77690,0.0,851000.0,3,929610.0,1474250,0,1398266,0,75984,25835,50149,AEROTAXI
AMERICAS AIR SAS,2015.0,539250,491378.0,0,23328,77690,0.0,851000.0,3,851003.0,1474250,0,1398266,0,75984,25835,50149,AEROTAXI
AMERICAS AIR SAS,2016,496492,649701.0,0,0,172551,0.0,851000.0,0,973642.0,1282581,0,1210879,4988,71702,22683,44031,AEROTAXI
AMERICAS AIR SAS,2016.0,496492,649701.0,0,0,172551,0.0,851000.0,0,973642.0,1282581,0,1210879,4988,71702,22683,44031,AEROTAXI
AMERICAS AIR SAS,2017.0,487384,642610.0,0,42514,72607,0.0,851000.0,0,1014873.0,770673,0,724320,0,46353,15760,30593,AEROTAXI
AMERICAS AIR SAS,2019,405350,879623.0,0,0,211664,0.0,851000.0,0,0.0,1307977,0,334300,0,51955,17151,34822,AEROTAXI
AMERICAS AIR SAS,2020.0,367622,740394.0,0,0,27943,0.0,851000.0,0,0.0,863300,0,296687,0,11213,3654,6764,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2009.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2010.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2011.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2012,1191864,1142144.0,127609,307894,321064,0.0,734000.0,303701,1832659.0,1851532,0,1637726,48393,213806,0,165413,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2012.0,1191864,1142144.0,127609,307894,321064,0.0,734000.0,303701,1832659.0,1851532,0,1637726,48393,213806,0,165413,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2013,2091414,260708.0,80428,269738,204283,0.0,734000.0,303701,1958529.0,1766680,1081,1582434,28985,184246,0,156342,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2013.0,2091414,260708.0,80428,269738,204283,0.0,734000.0,303701,1958529.0,1766680,1081,1582434,28985,184246,0,156342,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2014,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2015.0,1921414,118724.0,28555,77100,79748,0.0,734000.0,303701,1037701.0,2053955,0,1963805,4187,90150,28367,57596,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2017.0,1801414,10507.0,53663,0,124499,0.0,734000.0,303701,1741085.0,321270,0,310761,334,10509,0,10175,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2019,1757036,15676.0,0,517816,20785,0.0,734000.0,0,0.0,550926,181431967,382312,74492000,168614,0,61291,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2020.0,1712658,21500.0,0,517816,28225,0.0,734000.0,0,0.0,438623,16254076,371105,85446561,67518,0,67518,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2015,1921414,118724.0,28555,77100,79748,0.0,734000.0,303701,1911845.0,2053955,0,1963805,4187,90150,28367,57596,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2008,242111,38052.0,0,0,25677,0.0,85000.0,378845,254486.0,192281,0,144037,2001,48244,2182,44061,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2009.0,242111,67284.0,0,0,8583,0.0,85000.0,378845,300812.0,152807,80750,113770,80842,39037,2618,36325,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2010.0,254161,65689.0,0,0,11548,2471.0,85000.0,378845,305830.0,44356,17366,54228,4,-9871,2471,5018,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2011.0,254162,75552.0,0,0,18509,0.0,85000.0,378845,311204.0,204299,0,192002,2100,12297,4318,5879,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2012,229139,109574.0,0,0,21260,0.0,85000.0,378845,317454.0,468218,0,458692,144,9526,3132,6250,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2012.0,229139,109574.0,0,0,21260,0.0,85000.0,378845,317454.0,468218,0,458692,144,9526,3132,6250,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2013,220867,130192.0,0,0,23544,0.0,85000.0,378846,327515.0,998698,81,983535,0,15163,5184,10060,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2013.0,220867,130192.0,0,0,23544,0.0,85000.0,378846,327515.0,998698,81,983535,0,15163,5184,10060,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2014,542071,78191.0,0,0,24031,0.0,85000.0,378846,596231.0,1217538,246227,1183898,14,33640,11138,268715,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2014.0,542071,78191.0,0,0,24031,0.0,85000.0,378846,596231.0,1217538,246227,1183898,14,33640,11138,268715,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2015,498799,24454.0,0,0,7757,0.0,85000.0,8500,515496.0,570476,0,548038,0,22438,3432,19006,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2015.0,498798,22066.0,0,0,5368,0.0,85000.0,327309,412309.0,563549,6928,558547,1839,5002,3431,6660,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2016,438865,140242.0,0,0,26950,0.0,85000.0,8500,552157.0,1681956,0,1625412,0,56544,19884,36660,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2016.0,438865,140242.0,0,0,26950,0.0,85000.0,8500,552157.0,1681956,0,1625412,0,56544,19884,36660,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2017.0,334067,283989.0,0,0,55847,0.0,85000.0,8500,562209.0,2059202,22,1948374,35492,110828,0,75358,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2019,149172,825156.0,0,0,106371,0.0,150000.0,0,0.0,5224656,0,688331,0,275908,48988,204775,AEROTAXI
AEROVIAS REGIONALES DEL ORIENTE LTDA,2020.0,43249,1643308.0,0,603754,208149,0.0,150000.0,0,0.0,2318465,0,454997,0,212564,67576,100874,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2013,22829,558176.0,0,576922,422961,0.0,1050000.0,43085,-418878.0,515000,0,464570,29429,50430,7112,13889,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2014,22829,534232.0,0,552978,422961,0.0,1050000.0,43085,-418878.0,0,0,0,0,0,0,0,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2014.0,22829,534232.0,0,552978,422961,0.0,1050000.0,43085,-418878.0,0,0,0,0,0,0,0,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2015,0,537472.0,0,912304,0,0.0,1050000.0,0,-374832.0,0,0,0,0,0,0,0,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2016,689473,916017.0,120341,0,339032,0.0,1350000.0,3345,1386799.0,240000,0,195395,0,44605,11151,33454,AEROTAXI
AEROSERVICIOS ESPECIALIZADOS SAS,2016.0,829877,715489.0,0,136668,14093,0.0,1350000.0,0,1394605.0,240000,0,195395,0,44605,0,44605,AEROTAXI
